time_min	time_mean	time_maxl	time_max	ra	psi	logw	loghrss	logprior	logl	frequency	deltaloglv1	deltalogll1	deltaloglh1	deltalogl	dec	bandwidth	alpha	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.81158536564803e+00	-3.65456019455237e+01	-4.93858835087603e+01	1.32164006427702e+02	-3.78973621577103e+04	1.51274464810962e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93160130444958e+02	8.49215924739838e-01	9.97141254067547e+01	2.44075735420975e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.18201669784022e+00	-3.82057002824931e+01	-4.93973421928809e+01	1.32393222053466e+02	-3.78973612361729e+04	1.54018513980123e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93161051982439e+02	8.49215924739838e-01	9.93206483156723e+01	5.62983413923518e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.78504458787378e+00	-3.78685758513554e+01	-4.94974243841332e+01	1.33081922360081e+02	-3.78973600615131e+04	1.52517610757218e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93162226642162e+02	8.49215924739838e-01	9.85266483873200e+01	2.57754052542713e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.71107742440573e+00	-3.66429823003752e+01	-4.94292764899888e+01	1.32866989167623e+02	-3.78973561299210e+04	1.52425725510527e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93166158234337e+02	8.49215924739838e-01	9.85482595538871e+01	2.58437558224250e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.72725555660973e+00	-3.76705716607834e+01	-4.94625656522942e+01	1.33189569041945e+02	-3.78973543347091e+04	1.52454696555592e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93167953446224e+02	8.49215924739838e-01	9.80873271063208e+01	2.60467628922296e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.79509005203113e+00	-3.81064866497600e+01	-4.94591458553002e+01	1.32256934529547e+02	-3.78973524854394e+04	1.52727597691615e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93169802715864e+02	8.49215924739838e-01	9.99686506973478e+01	2.42659560024755e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.70531585264801e+00	-3.46354192796522e+01	-4.94363964070419e+01	1.33043591415410e+02	-3.78973523102081e+04	1.52734863607576e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93169977947160e+02	8.49215924739838e-01	9.82274300205395e+01	2.63300051562234e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.73029272786813e+00	-3.79706169919654e+01	-4.94944360853316e+01	1.32947173744241e+02	-3.78973435895229e+04	1.52953258261294e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93178698632357e+02	8.49215924739838e-01	9.87851652410189e+01	2.59250788874166e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.20433915659644e+00	-3.51815328269968e+01	-4.95128365711772e+01	1.32958049297722e+02	-3.78973425015364e+04	1.52625881727994e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93179786618872e+02	8.49215924739838e-01	9.88759401792416e+01	5.77095808322635e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.12389842791661e+00	-3.79534420691281e+01	-4.95007467939818e+01	1.32374326978822e+02	-3.78973423722427e+04	1.53305210388211e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93179915912602e+02	8.49215924739838e-01	9.99834785290851e+01	5.82375845045897e+00	
